;human_prediction;comments;prediction;probability_class_one
423;0;Another love.;0;0.255124992036587
424;0;She me of when some who made so many good memories becomes a memory;0;0.4900686663555841
425;0;Man Brittany Cherry made my dude look like he was on DWTS!!;0;0.4704995886444971
426;0;He is ABSOLUTELY f**CKING amazing........unbelievable the way he hits those high notes......so gifted........beautifullll.;0;0.3724892469078614
427;0;who's watching this on their ipad while eating doritos and having a chug to rachael riley?anyone,no? just me then!;0;0.3434490864077901
428;0;i can srsly watch the WHOLE day i LOVE this song <3;0;0.2232396293108028
429;0;hits different when your alone;0;0.2727563477999543
430;1;everytime he looks right in the camera, it's like he sees right into your soul;1;0.8009461161582451
431;0;Anyone just watch to see Chrissy?;0;0.2477467229390901
432;1;Am I,  the only demon who likes this song?;0;0.2664064045421853
433;0;I love this song;0;0.2405965043635785
458;0;This video is perfect. Just him, arriving the set, playing the piano and leaving. ITS ENOUGH! ;0;0.3000233536914121
459;0;B, my helad is underwater but im breathing fine, resist, wait;0;0.4306662140613446
460;1;I'm going to marry my beautiful partner to this song;1;0.8801292159860573
461;0;"Ed Sheeran you can take me into your loving arm anytime!...""thinking out loud"" Wow amazing song and voice ! I misteriously fell in love with you! Wow..♥♥♥";1;0.7577410623315469
462;0;Bruno mars is king of broken heart;0;0.2690960404357598
463;0;Who is listening this in December 2019? 💟;0;0.2218625999281494
464;0;I love this music;0;0.2462497399530118
465;0;All of you will came here once👆;0;0.2680313576527475
466;1;"this is amazing song ;u; I cry every time I listen to this *sniffles* too beautiful c':";1;0.6960874917027955
467;0;This is amazing, I love it, there relationship looks amazing. And as the song goes they copy the worlds kind of;1;0.8343094268826796
468;0;Not as egregious an error as Robin Thicke or the Irish bloke Hozier, but it definitely shares similarities to Marvin Gaye. If Sheeran is guilty of anything, it's writing a sub-standard limp-dick  non-fuckable pseudo-soul song. Nice pop tune.;0;0.348005389033108
469;0;your soul can never grow old, love it!!!!;0;0.3103374169191811
470;0;Come to this after watched Me Before You 😭😭😭;0;0.2465444789142178
471;0;8years!!!!!;0;0.2457949025385373
472;0;Bravo! Someone finally found someone who can dance and is pretty. I expected a girl with no dance skills but you really exceeded my expectations. ;1;0.7898572561733646
473;0;Anyone from 2021 listening to this song??;0;0.2097854018534165
474;0;love my tatlim, but she is no longer here!;0;0.3230585801354665
475;0;2,764 people do NOT know what music or talent is!;0;0.2291241196041843
476;0;Love It!!;0;0.2363075480305402
477;0;I really like this song...;0;0.2379839656089595
478;0;Nice song lousy singer.;0;0.2488890338213352
479;0;who's here after Morocco's beating Portugl??;0;0.2504483548928122
480;0;shit!!! 2021 dah nk go! gl next year dude!;0;0.2428067609618685
481;0;Perfect song...;0;0.2289940331631906
482;1;Listening to this song is like living in a world of peace to me😄;1;0.5086635731858987
483;0;That girl is so pretty;0;0.2753310487408911
484;0;My favourite song!!!!! 😄 I love this song!;0;0.2218221520977003
485;1;We’re almost seventy and met when I was 19 yrs old and he was 21. We are married and are still very much in love 💕;1;0.8783648813223955
486;1;Tears 😭;0;0.2493574268387939
487;0;*2020* it still makes me cry;1;0.8908892939121004
488;0;Me my wife got married to this song  sing this to my beautiful wife still about 8our9 years ago but when been together for 23 years going on 24 years in April of this month can't wait to by her first house for her iv been saving for years;1;0.9538344719728764
489;0;this was me and my best freinds anthem until we ad a fight;0;0.2912156551039839
490;0;I can buy myself flowers ♥️;0;0.2816077449291957
491;0;bruno please make me a song because i love your songs;0;0.4843676316301029
492;0;the best;0;0.2763684427077658
493;0;oh i just love this song..love from Nepal❤❤;0;0.2859913274606821
494;1;when I'm gonna fed up of listin to this song ! .....Magic;0;0.224316963169956
495;0;What a lovely video and beautiful  song keep up the work x;0;0.2402496977345471
496;0;this goes out to my PS4;0;0.2747040532481339
497;0;When i saw the lyric joggers i thought it was me lmao;0;0.2690771019595753
498;0;Sad asf and GOOD ASF;0;0.2599827626845748
499;1;me and my man jus broke up this song is stuck on replay :(;0;0.2959486501634623
500;0;best of luck :)) hope you go far :));0;0.2339891781013364
501;0;song sounds good but when u listen to the lyrics carefully what hes saying is pretty fucked up just like most of his songs such a great voice but a horrible influence;0;0.4155293300973898
502;0;Simply beautiful.;0;0.255846117142822
503;0;👀 @secilymedina the last part 🪝💯🫡🤝🤟🤟🤟🤟🤟🤟🤟✌️🥹💃;0;0.2390467054259026
504;0;😘  Love. you;0;0.2393827775701433
505;1;I just gonna say that I love you and REALLY love the video. You can make a perfect thing with only a piano and yourself. <3;0;0.2627614774712561
506;0;May we have the opportunity to listen to it again in 2020 likes;0;0.2242207647670566
507;0;y like this song;0;0.2583354386265498
508;1;I feel this In my soul. 5 years later with someone else and I can’t give him what he wants because I’m still not over my ex. :(;1;0.9583810991089468
509;0;Your Voice are beatiful i want a next album;0;0.2692112134082143
510;0;I still love this song so much;0;0.2501531257849587
511;0;Same for the Hagia Sophia. Once was a church now a masjid.;0;0.3607206442600772
512;0;LOVE this song;0;0.2346509708887656
513;1;Im such a hopeless romantic):;0;0.2829724143177547
514;0;❤.   High dingy;0;0.2629272378118992
515;0;It's a beutyfull song, i love this song!!';0;0.2142449356422675
516;0;I confess I've never heard of you until today when I read of your plagiarism trial.  I do know something about music (mainly classical and, ahem, pop music of my time - I'm 72), and I must say I cannot for the life of me understand how this plagiarism charge ever got any credence whatsoever from anyone.  Best of luck to you.  I hope those judging this have the same ears as I do.  Shame on the Townsend family for what they're doing.;1;0.5592772525918718
517;0;Cool song;0;0.2376851890306227
518;1;The ultimate wedding song;0;0.3094425120547517
519;0;Great song, great voice, great music and great video!! Just wonderful!! :) <3 Congratulations!!;0;0.22096088368566
520;1;Perfect song. Feel like this song was made for me and my love to hear.;1;0.9247310921843036
521;0;December 2017th🎶🎧🎧;0;0.2493574268387939
522;1;I could Just How much he was hurting when he wrote This sonha :/;0;0.4345055642998304
523;0;A nouther love;0;0.2535273783861704
524;0;Who's watching this in February 2018 😀;0;0.2435617362291739
525;0;am always singing this song tho;0;0.2624384019716374
526;0;Would love to have a person dance with me like that it is so angelic;1;0.9376358194556964
527;0;Oh my goodness.  I have listened to this song 3x. I am so late.  But I  love it though. 😊😘;1;0.5170440301626048
528;1;We sing this song after independence in our country🇮🇷🙂🖤;0;0.292025401214817
529;0;every time i hear that song i get a little tear in my eye (but it's a little hard 2 take him seriously in that afro) but i love how he made it look all old like that;1;0.8595562995971322
530;0;Is perfect' I love song, my favorit;0;0.3541060792051181
531;0;Happy fathers day❤️;0;0.2558669186946897
532;1;I want to kiss you, make you feel alright. But I'm just so tired to share my nights..;1;0.962561492820216
533;0;Is the best with song'S;0;0.2367140455301241
534;0;I can hear Micheal Bublé covering this omg;0;0.2534240538936707
535;0;When i was your men :'( i feel this song;0;0.3314075229750372
536;0;I'm so glad you found me!!  THANKS!  Michael  in Minnesota...;0;0.301831378015017
537;0;Watch the video?...... nah;0;0.2414196092585002
538;0;No wonder why his name is john legend he is legend;0;0.2512616365209097
539;0;2019. And still can't get bored of it😭❤️ I WANNA FIND A GUY LIKE ED AND DANCE LIKE DIS TO DIS VERY SONG😭😭😭❤️❤️❤️;0;0.2211933641922731
540;0;Amazing video, beautiful lyric.. I just love it... ! Thank you Ed!;0;0.2589459606129147
541;0;Zeh zot az za as da da and chemistry microbiology biology class semite demotic so I am;0;0.2589455031047327
542;0;i like your song loads but you need to make loads more to be famouse ilove your song so much wall i was writting this tex at the same time as lisning  to your song;0;0.3304472263992415
543;0;Best in the world;0;0.2641631920729865
544;0;Nice music i love it  :');0;0.2319068112562038
545;0;This song is so good 🥺😪;0;0.223058352870065
546;0;so beautifully..;0;0.2582823499278083
547;0;That's his real wife right? It's so beautiful!!;0;0.460888079820431
548;0;don't know how I came here... But omg this song is so great;0;0.2266953393992924
549;0;I'm a huge fan of Marvin Gaye, and I can't hear it in this song.  People are tripping.;0;0.3424017543700983
550;0;2020 and i steel cry whene i listen to this song;1;0.5857731105904127
551;0;''Kiss me under the light of a thousand stars'' What a wonderful lyric!;0;0.2468666934383871
552;0;Beautiful! This song describes the love my husband and I have shared for forty five years and I hope for the rest of our lives.;1;0.9424674207619564
553;0;I did a remix of this song along with the other 5 billion people lol but please check it out would love some feedback thanks :);0;0.2527536183057209
554;0;Its so luvly;0;0.2470954508444725
555;0;I always love this song.;0;0.248574052005226
556;0;"This song is like ""She's out of my life"" by Michael Jackson... Like this song :3";1;0.9157176679991644
557;1;this was the song when i got married,13weeks later to the day we was at the crematory,saying goodbye to my wife,.sad times here.;1;0.938341656758182
558;0;Hey guys...I would really appreciate if you could check out my short cover of an Ed Sheeran song! Thanks :) Let me know what you think;0;0.2640436244177711
559;0;Bruno mars is second Michael jackson the real man not like JB getting fame with AUTHENTICVIEWS.C()M and killing us with baby baby lolz ;1;0.5672717104928673
560;0;I just came here for Let's have intercourse (crazy ex girlfriend) and damn, I wasn't expecting a song so cute kajskajs now it's even more funny the parody.;1;0.5798242038231983
561;0;Lookin good Ed. Congrats on an amazing video and even more amazing song. Lovin watching u dance;0;0.3564760592669461
562;0;Q U A L I D A D E;0;0.259718714445217
563;0;It wasn't as normal as you think, it became normal after a thousand battles in my mind, and a thousand breaks in my heart, and always said it's okay while all the misery is here in my heart.;1;0.9591132076926174
564;0;This song is make me cry every time but some times i laugh because i like creat turtle whit opsn mouth whwn u say i give you all;1;0.9475232793402328
565;1;Miss you mom😢 its been 8 years why did you have to go why;0;0.2718792172814306
566;1;*teary eyed* ;0;0.3261385519210747
567;0;Who's Watching in 2016?;0;0.2529114076231738
568;0;An unknown girl who sings songs like Ed:  https://www.youtube.com/watch?v=tI-ECN0EspQ;0;0.2972940028565657
569;0;late 2021 and this song is still perfect.;0;0.2317121924299909
570;0;This is plagio;0;0.2558713560487576
571;0;I’m here because I can’t sleep.;0;0.3615069986435864
572;0;Let l that is f.... Funnyman;0;0.2370006202932338
573;0;DAMN GOD I FINALLY FOUND IT AFTER MY WHOLE LIFE BC I REALLY LIKED IT BUT HEARD IT ONLY ONCE-TWICE BUT NEVER KNEW THE NAME!!!!;0;0.2436641096062349
574;0;"I ALWAYS buy flowers for the girl I'm dating  so that way I'm not too dumb ; ) !";1;0.5849076009991843
575;0;Its a nice touch . thanx its pretty cool :);0;0.2427216352022791
576;0;💖💖💖 This song is beautiful.;0;0.2598127710138899
577;0;My Ode to my Woman;0;0.3194168191669383
578;0;this is beautiful;0;0.2740054640357385
579;0;this is beautiful;0;0.2740054936780934
580;0;Go Lindsey!!!! 3;0;0.2429858443290539
581;0;I want to dedicate this song to the man I love more than anything!;0;0.4343467663631777
582;0;i love this song so bad this song go to my boyfriend;1;0.9277416956407596
583;0;you come when in France ?;0;0.2539265456410199
584;0;Mmmmmi this Song 😍🙏so lovely and  touching👩‍❤️‍💋‍👨💕💕💕💕 i love it so much. All of me love All of you ... 💃🕺🎶 Love is All,  Love is the Key🗝. I wish you the Best to come for you two and Family 🌹🐞🍀🌈🕊💫💖💫and All Woldwide 😊❤🙏 With All my Love 💞💞💞💞from France 🇫🇷;1;0.9150467529197222
585;0;This is a classic song;0;0.2426306369557177
586;0;Listening this song in 2022;0;0.2148390598685982
587;0;Who’s here in 2020;0;0.2696715239207146
588;0;I LOVE this song;0;0.2366257478357196
589;0;Who is watching this in coronatime??;0;0.2371722550343203
590;0;Very talented ..;0;0.2334940982988028
591;0;the best music is very good 👌;0;0.2433554526414199
592;0;This song still gives me goose pimples 2020;0;0.2618875381029009
593;0;couple of weeks 😜;0;0.2635420021520812
594;0;How can I get skiza of dis song;0;0.2496713072431687
595;0;Best song by Bruno Mars!;0;0.2283684316767222
596;0;Who's wathing in july 2017 ??;0;0.2340086331923164
597;0;Where are you 2023 listeners of this beautiful vibe 😂;0;0.2223304218930092
598;0;Ed's videos are always so classy, not focused on anything but the lyrics and emotions. LOVE.;0;0.3790917795305094
599;1;I just love this song. Perfect song if your trying to tell your significant other exactly how you feel about them.;1;0.8526105189581439
600;0;Beautiful video and choreography ;0;0.2726141261042602
601;0;This song it's amazing i came here because of Chanyeol of Exo 💜;0;0.3747815732060798
602;0;I don’t want to see that kind of fatty ppl!! Ywree, I don’t understand why the company  make the commercial that kind of fatty woman;0;0.3118081488916814
603;0;January 2022 who's still returning here ❤️;0;0.2182530397259058
604;0;Fun fact, mo bro wears the same perfume as you. I was kind of thinking that i became crazy and was smelling your perfume and thinking that you must be around somewhere, then i got to know he was actually really wearing the same perfume as you. Thinking of you so much.;1;0.9056832455202124
605;0; Ilike this song :) wwww;0;0.2463920744292894
606;0;I'm love it's music!I'm from Brazil,I'm Brasilian;0;0.2060146453446637
607;0;Who else is here before 1B??;0;0.2403192417241041
608;0;Oat Jully;0;0.2493574268387939
609;0;this IS for his girlfriend, not his mom but RIP;1;0.8153401580733244
610;0;y love you Ed Sheeran;0;0.2715285337934399
611;0;Full disclosure people: I had nothing but sexual fantasies going on in my head while watching the girl in this video get tossed around like a sex kitten.;1;0.9048962763485328
612;0;Who has been using Bill T LeRoy II social medias to talk silly poop? All lawyers have advised to stop these messages. Non circumvented gag ordered? Apologies, xoxo;0;0.3291904066937802
613;1;Miss this song so much! Only amazing memories😍😭;0;0.2245893126502899
614;0;Love this 3333;0;0.2485199149409791
615;0;I'm always in tears when i hear this song, it gets me every time.;1;0.9538592475625636
616;1;What a great song you have written will be remembered since years..;0;0.2556021251079273
617;0;i love music!!! # Ed Sheeran;0;0.2377610985170439
618;0;For woman too....don't take less from your Husband...ask this of him.  ;1;0.5126706869875352
619;0;This video was captivating. They have such great chemistry!;0;0.2387249574518399
620;0;I can hear this song over and over again...;0;0.2956084408682917
621;0;2 billion views;0;0.2795172586218831
622;0;They look perfect together.for me J.Legend is the most handsome black man.he looks so HOT  in here.;1;0.7183825540611465
623;0;I change my favourite one just because of it...!;0;0.3313742950204517
624;0;just fucking put a bullet in my head, i can't take being myself while these people exist. It's fine that I suck and no woman will ever want me, but at least this time I won't have to be an ashhole about it. Okay then. Put me out of my misery.;1;0.9357369517727212
625;0;Your gf won't be glad to hear you say that, 'cause if there was no music, if it never existed, you would never love her like you do... I'm not denying, I'm saying what I think...;1;0.7406708519585565
626;0;TVD fans know 🩸;0;0.2481478598359658
627;0;Everytime or everywhere, this song always give different feelings than ever 🌺;1;0.6759357129197893
628;0;Now my baby is dancing but she is dancing with another man..that line hits differently.;1;0.9356541280275164
629;0;Its so emotionale;0;0.2671929745419122
630;0;I hope I find him;0;0.2630251052777613
631;0;R.I.P Jasmine Sanchez I didn't know her but this was her favorite song and she was a beatiful girl who killed herself because people were bullying her...so don't bully because that will happen❤❤❤❤❤;1;0.9009537247131242
632;0;Why am I listening to this when I'm at school...;1;0.5786005913383679
633;1;I Remember my ExGirlfriend with this music...;0;0.2330622910973212
634;0;the best song, now and forever;0;0.2297191000613568
635;0;Oh my God!! Beautiful song;0;0.2425167438281688
636;0;So Beatiful;0;0.2493574268387939
637;0;love this track !! bruno has done it again ! ;0;0.2391141618149688
638;0;- Perfect , Perfect , *-*;0;0.258687083648466
639;0;😍😍😍one of my favorite songs!!! I love he actually had his wife in video 2!!!;0;0.2931465561572626
640;0;thanks to G-Dragon, I could listen this good song!!!;0;0.2111252698187391
641;1;She's still very present in my life telling me that I'm all there is yet she easily finds herself in the arms of someone else...What she'll never understand is that her memory haunts me to this day, it's all around my room, my home, my friends and family. She doesn't occupy my mind throughout the entire day only when i run out of distractions :) Trying to build a life with someone isn't easy nor does it always work out and often at the end all you can think of is where you went wrong ..;1;0.9569190703241304
642;0;I love this song. This song was what my husband and I danced to on our wedding.;1;0.9564954288823072
643;0;this songs gives me goosebumps;0;0.2746891850804977
644;0;First time listening to it and i love it;0;0.2766803617968135
645;0;Who's here is September 2020 ???;0;0.2243646325311441
646;0;Is it juste me or he kinda looks like Ash from banana fish  ??;0;0.4907661465888968
647;0;it is my favorite song;0;0.2913553993491138
648;0;The best song ever. ;0;0.2332231090346507
649;0;who fucking is G dragon :|;0;0.2450767422618767
650;1;give  all me crying;1;0.6930005326185081
651;0;I love  this  song  fr tho John legend  can really  sing;0;0.2453573292076064
652;0;love for music is very very good<3;0;0.2392458808870852
653;0;hanako footman is so beautiful ;0;0.2726403008240855
654;0;Dancing with the stars.. Much!!;0;0.2365888633602776
655;0;Hi Ed Sheeran l Am big fan of jou end l dance this song end sing my voice not so wel hi hi but l have a vraag my englich is not okay my a email you this my email l love you 💖 song greets cynthia ;1;0.7777271811905574
656;0;This bloke is almost as annoying as Sam Smith!;0;0.2435750296111355
657;0;First time 😕💛;0;0.2594527216850951
658;1;im crying bc phan;0;0.2923531730710908
659;0;who's watching this in 2017 and still crying;0;0.3174255294702094
660;0;So what happens when you turn 70?  You don't love the person anymore?  Shouldn't it be love for eternity?  That's the question I'd ask if someone told me they'd be loving me until 70.  Sorry, not really a genuine love song if you have that line in the lyrics.;1;0.9340549496160434
661;1;Listening to this song when you feel you are the only ONE in this huge WORLD.....🥺🥺🥺🥺🥺🥺🥺🥺;0;0.2739141572742075
662;0;Just heard this song and I’m in love with it👌🏻;1;0.5039045445390685
663;0;My husband bettef get his shit right or he will learn this song!;0;0.2693695610876638
664;0;I am watching :)))));0;0.2429520113322383
665;0;Hi sorry for this but my name is Jason I'm 13 and i really want to be a singer could you please take some of your time to listen to me sing I have only 8 videos and i already have 1044 subscribers I posted a new song just type in Jason Jones singing grenade by Bruno Mars I really wanna be a singer but it's really hard when you get bullied for singing every single day ): at school please like,share,comment,or subscribe to show bullies I can do something and dreams can come true;1;0.8855802860170333
666;0;who's the  women that appear on minute  1: 44 ?;0;0.2661612114737434
667;0;Deborah Ann McIntyre.... Until we're past our eternal love...;1;0.8818597203709355
668;0;When DEEZ NUTZ dont work like they used to before.;0;0.2978814313077763
669;0;Hiptonitized, really?.;0;0.2402302509471258
670;0;Perfection. thats so real..thats just Bruno, the way he is !;0;0.296928808726108
671;1;This song hits so hard for me. I remember when me & my ex wife we're together we use to love this song. It is a beautiful written & sang song. Now i listen to it and i cry because we separated 2 and 1/2 yrs ago. We are now divorced. I messed up in that marriage and i regret & miss her like crazy. 😪;1;0.967038832141808
672;0;Who’s here October 2020?;0;0.244432492514533
673;0;I love this song favorite song;0;0.2443431508261535
674;0;I love this song!!!!!  is so pretty!;0;0.2278123808045947
675;0;I love D's song so much....I fel lyk very much nluv too as hearing D's D's great song......Levs a smile n d heart.thanks end sheeran.....;0;0.4516908367275402
676;0;This is the longest and best song I've ever heard❤;0;0.2111821386373523
677;0;Yolo;0;0.2435746177889455
678;0;*How many legends are listening to this masterpiece of August 2020*;0;0.2345306856157227
679;0;what the flip!?!?!?!;0;0.2456153814091815
680;1;It gives me goosebumps when i hear it and in a separate room it feels like i am flying in the sky 🙂❤️;1;0.8421909702865835
681;0;Love it ! ❤;0;0.240639033764768
682;0;Marvin Gaye said what my pay at;0;0.3009712520918957
683;0;I cry 😢;0;0.3786760353086519
684;0;Now boyfriend dancing... But he dancing with other man T_T;1;0.7646684782604495
685;0;I 3 bruno mars... is the best !!!!;0;0.2339935049189926
686;1;I wish my love was here Id give anything to be with my true love 😔;1;0.934034856730662
687;0;i like the dance and i love u ed sheeran ;0;0.3249822577732468
688;0;I dedicated this song for my Loves🥰;1;0.6348746028260207
689;0;This song is awesome :3 <3;0;0.232572683400279
690;0;"omg did you see ""tion phipps"" cover to this? AMAZING";0;0.2346814797804252
691;0;"omg did you see ""tion phipps"" cover to this? AMAZING";0;0.2346814797804252
692;0;OMG one billion views!!! You know that Ed Sheeran start singing and playing guitar on the street for earning money? Now see where is he;0;0.3515959814198971
693;1;im crying;0;0.4019350270056218
694;0;Don't ask who is listening this 2020, we never left;0;0.2478619351665267
695;0;This song is by u my babe Jhoana Goméz 😍;0;0.3437583515742369
696;0;My bf split up with me right now;0;0.3221263085928439
697;0;October 2? Anyone?;0;0.23732207413988
698;0;I always love dis song;0;0.2328591598982479
699;0;Why do i love you so much? I love this song, i love your suit, i love ur evrything! O_O ;0;0.4036222733633254
700;0;I'm doing homework and reading comment really nature;0;0.2763466649068097
701;0;Bruno Mars, the second Michael Jackson.;0;0.2535332103214406
702;0;“My head under water but I’m breathing fine”😞❤️😭I felt that lyric;0;0.3480396363554724
703;0;"I dance with my ex to this song three months ago cos I said this song make me feel like dancing...so he just grab my hand and we start dancing..I will never forget it ;'(";1;0.959792504583886
704;1;My dad died 5 years ago and he likes this song and it got me 😭💜😭;1;0.8668284540716829
705;1;The weight that this song brings is so ...;0;0.226187608750735
706;0;I love this so much 😭;0;0.2730398950537745
707;0;This song was every where and kinda annoying.  My first time watching this video and I'm  like oh wow his wife is in the video. So cool!;1;0.5488170437997866
708;0;Don't understand how this has dislikes.;0;0.2670148832576718
709;0;Please Check Out My Cover , Thanks :);0;0.2486210985452858
710;0;I must admit that your surname really suites you, i guess you are a true legend.;0;0.3111091338164609
711;0;3:01 when I heard the ding I thought I had a notification 😂;0;0.2900984736690595
712;0;0:58 When females play hard to get...;0;0.3878375001871211
713;0;"0:21 ""Will your mouth still remember the taste of DEEZ NUTS?"" HA! GOT 'IM! HA!";0;0.2514230538568281
714;0;2:39 i dont know why but that guitar riff fits in there so well it makes the whole song 20x better than it already is…;0;0.2586226393090188
715;0;"0:21 ""Will your mouth still remember the taste of these... *DEEZ NUTS!*";0;0.2614952576335525
716;0;1:34 I just want that ❤;0;0.2549185889727008
717;0;0:09.    When he gets hit by a car;0;0.4828867170246185
718;0;"0:45 like someone is repeating the word ""heart""";0;0.3029875128551992
719;0;That heart-shaped lighting at 1:54! <3;0;0.246994750555932
720;0;didnt you hear the scary ghost kid voice on 0:45;0;0.2742686304020844
721;0;3:05 this what we come;0;0.25980943541849
722;0;"0:45 somebody repeat says ""heart"" listen carefully";0;0.2567213515350836
723;0;3:50 walks off like a mothaf'n boss;0;0.2664453598629503
724;0;anybody knew that Harry Styles sang as a backup vocal or smthg at 2:39?!;0;0.2352418329443928
725;0;I think i am the only one who hear it.Check out 0:43 and get close to your speaker what do you hear a creepy girl sound or an ecco???;0;0.336053009015425
726;0;2:53 (just a replay for me);0;0.2859691579790272
727;0;2:32 Is one of the best parts but you have to wait a couple seconds than she flips and... just wow!!!!!!!!;0;0.2669829729530291
728;0;0:45 ok now i heard it 😭😭😭;0;0.2565881053107404
729;0;This song takes away my anxiety for 4:07;1;0.5810508152318155
730;0;"00:45 ghost voice :( ""heart""";0;0.2621783064530833
731;0;"Did u hear the little kid's voice said ""heart"" on 00:43 ?? :I";0;0.3986931626276309
732;0;why does the part from 1:34 till 1:55 seem so familiar?;0;0.2626480259253281
733;0;1:48, don't thank me later tank me now lads;0;0.2635076624272754
734;0;1:09 just look at the mirror😂😂;0;0.2642393018091612
735;0;"in 00:07 i heard some says ""udah siap bro"" isn't it?";0;0.2853859169617295
736;0;Am i the only one who hear a child voice say 'heart' at 00:45 after ed say 'heart'? Damn sounds creepy;1;0.5837274395166904
737;0;Harry Styles is the supportive vocals from 2:30 to 3:30;0;0.2845679162690792
738;0;Harry Styles does the chorus from 2:40 . Couldn't notice after they told me...;0;0.492108159495929
739;0;"0:52 *""my heads underwater and im drowning-""*";0;0.2731901137765863
740;0;4:36, she had a ring on her finger. Already married!;1;0.6752880145025042
741;0;0:44 can you hear girl say heart?;0;0.2865655485606096
742;0;1:07 the mirror;0;0.2897935332660691
743;0;I was like wait is this the sad but vibing Tiktok sound? AND THEN 1:30 LMAOOOO;0;0.2799505185451372
744;0;Oh my gosh, Harry Styles is the supporting background vocals from 2:30-3:50😭😭😭❤❤❤❤;0;0.320749905940555
745;0;2:30 - 3:50 Harry Styles is the supporting vocalist...I just found out and I can't believe I missed it.;0;0.3729178236715874
746;0;Creepy Voice At 0:44 😨😨😱😱;0;0.2598195225274367
747;0;0:44 did you hear something?;0;0.2883320792399093
748;0;how about 2:10;0;0.2636512408987564
749;0;3:12 the part everyone was here for;0;0.2788272605679986
750;0;I remember hearing a creepy second voice in this song at 0:44. It can be clearly heard if the speed is at 0.25 or 0.5 and can be heard better with earphones. I heard it and it was creepy.;0;0.4147390844280789
751;0;"Did you guys hear someone say ""heart"" at 00:45? or it's only me?";1;0.7709776783230897
752;0;I heard someone's voice say heart at minutes 00:45;0;0.3175424867399262
753;0;00:45 HEAR A GIRL SOUND;0;0.2722674431878152
754;0;When ur in a car crash 00:07;0;0.3293522060995135
755;0;who heard a voice crack at 3:36;0;0.2903215560786956
756;0;"At the 0:45 there is a kid who sang the part of ""heart"". Sorry to tell but  I'm not a basher, I'm a fan of Ed Sheeran";0;0.4230684864500208
757;0;"0:42 there's a kid dueting Ed Sheeran ""baby my HEART""";1;0.676909092112118
758;0;2:46 this always give me chills.;0;0.2912477791264671
759;0;0:45-0:46 ghost children v8ice in song;0;0.2401264532326469
760;0;Did you giys hear that at 00:45 after the word 'heart'. It's creepy;0;0.2948173572666026
761;0;At 0:45 there was a little girl said 'heart';0;0.3468521960668562
762;0;0:45 you can hear someone say heart after he does :o;0;0.397418381391558
763;0;whats up with the weird sounds from 3:30 to like 3:40????;0;0.2443258617938767
764;0;0:44 Heart 2018;0;0.2584795584928663
765;0;at 0:45 or 0:44, I swear I heard him voice crack;0;0.3352255398324794
766;0;Every good and perfect gift comes from above, what beautiful God given voice. Blessed you Bruno Mars, May u sing for Jesus soon. 2 Tim 2:10;0;0.4415117485021331
767;0;2:05-2:37 This guy is too good!;0;0.2258962601719452
768;0;try putting on some earphones and crank the volume up at 0:45 . you're welcome;0;0.2989710360610759
769;0;here’s the restart button 0:01;0;0.2677817789695654
770;0;Am I the only one who heared a voice of a child on 0:45? Saying Heart?;0;0.3049272827790966
771;0;0:45 you can hear a voice of a kid saying heart;0;0.3463678304595179
772;0;"so its true about a lil girls voice say ""heart"" at 00:45";0;0.295148642811024
773;0;0:45 a little girl say heart check it. comment if u hear it;0;0.4385350360827693
774;0;1:04 looks like his pein slipped out of his zipper...;0;0.3663382978856671
775;0;Stop at 1:48;0;0.2764173184812307
776;0;0:45 have someone horror kid sing this song..listen!;0;0.2201732743520009
777;0;Harry styles in the background singing is everything 2:30-3:50;0;0.2562217655368453
778;0;At 2:56 it sounds like Nick Jonas is singing 'making the same mistakes';0;0.3862555009346404
779;0;2:50 background looks like Looney Tunes.;0;0.2823966728264287
780;0;i hear unknown voice at 0:44 - 0:45.;0;0.3030632708138201
781;0;Does anyone notice @ 3:11 Tom smiles when she throws something at him? So cute.;0;0.4835111781079918
782;0;Ed Sheeran: So, what can you say about the 0:45 part of the song? It's controversial.. How does it happen? I'm just wondering why?;0;0.283925903903636
783;0;0:45 somebody say heart its a girl;0;0.297891678623402
784;0;harry styles is singing vocals since 2:30 to 3:30 omggg can you hear him? i dooo;0;0.2669050709033679
785;0;Harry is supporting vocals from 2:30 to 3:50 :) You're welcome.;0;0.2838582278508255
786;0;"There's a child say ""heart"" in 00:45";0;0.4043889090944027
787;0;"3:45 he says ""terfect imperfections"" :P";0;0.3128666343633678
788;0;2:38 is incredible;0;0.265348906682233
789;0;Love Love Love 2:06 and I love Ed Sheeran;0;0.2552910423390371
790;0;Does anyone hear a child's voice in 0:44?? Kinda creepy;0;0.2281155686151542
791;0;"0:45 there's little boy who sing also the word ""Heart""";0;0.2516651181281821
792;0;there is a child sound in 0:46,use earphone to here clearly;0;0.2849765882749315
793;0;At 3:16 she looks like letty from fast and furious;0;0.2694941365437181
794;1;0:57 to 1:28 . I feel this. The love of my life left me for another man and I can't help but feel I could've done more. I dedicated a lot of my time to her but I guess not enough, I was stubborn to try new dances,  and I really wish I would've bought her more flowers. 😭😭😭;1;0.9650446459684608
795;0;"0:45 listen closely<sound like a little girl say ""help"" or ""heart"" i heard that becouse i use headsed";0;0.3078302748265924
796;0;3:05 he got boobs😏😆😆😎😁;0;0.2685114584278876
797;0;That 4:29 moment, am loving it;0;0.354897273494856
798;0;"At 00:45 there's child voice say ""heart""?";0;0.3539034825322156
