	Unnamed: 0	author	comment	origin	origin_status	english	category
118	118	Daniel Toth Music	"What would I do without your smart mouth?
Drawing me in, and you kicking me out
You've got my head spinning, no kidding, I can't pin you down
What's going on in that beautiful mind
I'm on your magical mystery ride
And I'm so dizzy, don't know what hit me, but I'll be alright

[Pre-Chorus:]
My head's under water
But I'm breathing fine
You're crazy and I'm out of my mind

[Chorus:]
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginning
Even when I lose I'm winning
'Cause I give you all of me
And you give me all of you, oh oh

[Verse 2:]
How many times do I have to tell you
Even when you're crying you're beautiful too
The world is beating you down, I'm around through every mood
You're my downfall, you're my muse
My worst distraction, my rhythm and blues
I can't stop singing, it's ringing, in my head for you

[Pre-Chorus:]
My head's under water
But I'm breathing fine
You're crazy and I'm out of my mind

[Chorus:]
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginning
Even when I lose I'm winning
'Cause I give you all of me
And you give me all of you, oh oh

[Bridge:]
Give me all of you
Cards on the table, we're both showing hearts
Risking it all, though it's hard

[Chorus:]
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginning
Even when I lose I'm winning
'Cause I give you all of me
And you give me all of you

Thank you for reading. I record covers of popular songs. I appreciate it if you listen to my channel!"	All of Me	1	TRUE	-1
64	64	Daniel Tracy	This was me and my wife's wedding song...she's gone almost four years but it keeps me going and I see so much of my daughter Makayla in her...thank you Mr and Mrs Legend	All of Me	1	TRUE	1
196	196	Daniela Pioli	ME ENCANTA	Another Love	1	TRUE	-1
284	286	Daniella Campos	It’s decided!… I have about 7 months to learn this dance for my wedding day	Thinking Out Loud	1	TRUE	0
169	169	Danielle N	“I’m forced to fake a smile a laugh every day of my life” honestly hit me	Because Of You	1	TRUE	1
184	184	DANISH GAMING YT	3:06  love this part	Another Love	1	TRUE	0
283	285	Danna Alejandra N.	"lyrics
When your legs don't work like they used to before
And I can't sweep you off of your feet
Will your mouth still remember the taste of my love
Will your eyes still smile from your cheeks
And darling I will be loving you 'til we're 70
And baby my heart could still fall as hard at 23
And I'm thinking 'bout how people fall in love in mysterious ways
Maybe just the touch of a hand
Oh me I fall in love with you every single day
And I just wanna tell you I am
So honey now
Take me into your loving arms
Kiss me under the light of a thousand stars
Place your head on my beating heart
I'm thinking out loud
Maybe we found love right where we are
When my hair's all but gone and my memory fades
And the crowds don't remember my name
When my hands don't play the strings the same way, mm
I know you will still love me the same
'Cause honey your soul can never grow old, it's evergreen
Baby your smile's forever in my mind and memory
I'm thinking 'bout how people fall in love in mysterious ways
Maybe it's all part of a plan
I'll just keep on making the same mistakes
Hoping that you'll understand
But baby now
Take me into your loving arms
Kiss me under the light of a thousand stars
Place your head on my beating heart
I'm thinking out loud
That maybe we found love right where we are, oh
So baby now
Take me into your loving arms
Kiss me under the light of a thousand stars
Oh darling, place your head on my beating heart
I'm thinking out loud
That maybe we found love right where we are
Oh baby, we found love right where we are (maybe)
And we found love right where we are"	Thinking Out Loud	1	TRUE	-1
252	253	Danna Vlogs	I love	Thinking Out Loud	1	TRUE	0
63	63	Daria BlackIvy	I can so much relate to this song. Love it for years. Now I'm crying over it, I need a therapist obviously	Because Of You	1	TRUE	1
68	68	Daria Shevchenko	This song gets me every time when I listen to “I was so young you should have known better than to lean on me” this is so true with abusive parents	Because Of You	1	TRUE	1
170	171	𝚍𝚊𝚛𝚔𝚐𝚊𝚕𝚊𝚡𝚢	"Its Perfect RN Cuz It's February 2023 Which Fit The Music With Valentine's Day.
I've Keep Hearing This Music When I Go To Mall. This Clearly Is A Masterpiece."	Thinking Out Loud	1	TRUE	0
141	142	Darren Carter	The choreography in this video is the very essence of elegance.	Thinking Out Loud	1	TRUE	1
170	170	Daud Rotama	I believe this is still her best video to date. The complexity within the concept of childhood anguish and misery. The trauma all of it results. Wow!	Because Of You	1	TRUE	0
187	188	David Cole Jr	It's 2023 and we still jammin	Thinking Out Loud	1	TRUE	0
80	80	David Flores	This song is like wine, the older it gets the better it becomes!! Beautiful song 	Thinking Out Loud	1	TRUE	0
78	78	David Yoos	If you have ever been in love, you have got to be loving this love song. Beautiful.	Thinking Out Loud	1	TRUE	0
131	131	Davidgo13	Amazing song!!!	Another Love	1	TRUE	0
188	189	Davis Lundrigan	We need more songs like this	Because Of You	1	TRUE	0
236	239	Debbie Davis	LOve this song  john legend is a great singer	All of Me	1	TRUE	0
6	6	debwars	2:39 i dont know why but that guitar riff fits in there so well it makes the whole song 20x better than it already is…	Another Love	1	TRUE	0
237	238	Deepsii Khatri	This song Dedicate for my love 	Thinking Out Loud	1	TRUE	0
127	127	Deivid Alves	for those who appreciate good music this is ideal 	Thinking Out Loud	1	TRUE	0
321	324	DENG DENG	8 years had passed but still this song remains iconic	Thinking Out Loud	1	TRUE	0
110	110	Deniel Viernes	This will forever be my song to my parents. No one knows how it feel to have a family that looks complete outside, but inside its already broken.	Because Of You	1	TRUE	1
337	337	Deniz Sayin	its just perfect	Another Love	1	TRUE	0
291	294	Dennis Brady	I will listen to this song till the day I die, it's a Beautiful song	Thinking Out Loud	1	TRUE	0
20	20	Deomer Bantillo	I love this song	All of Me	1	TRUE	0
271	271	Der D	"10 years? 
This song aged very well..."	Another Love	1	TRUE	0
135	135	Desna Sasmita	everytime i hear this song and watching the video its always make me cry 	Because Of You	1	TRUE	1
307	308	Desty Mariesta	I just understand the meaning of this song after all this time	Because Of You	1	TRUE	0
106	106	DevilDog_Reefing	That voice is one of the very best in music. Best thing to come out of American Idol 	Because Of You	1	TRUE	0
184	185	Dhruv Bhardwaj	This song hits differently on a lonely cold dark night...	Thinking Out Loud	1	TRUE	1
229	229	Diamond Girl	The song can never die	Another Love	1	TRUE	0
185	188	Diamond Heart	"Remember: ""Your imperfections make you perfect"""	All of Me	1	TRUE	0
276	277	Diana Nunes	"When she sings ""I cannot cry because I know that's weakness in your eyes, I'm forced to fake a smile, a laugh everyday of my life..."" Always hit me hard "	Because Of You	1	TRUE	0
196	199	Diana Simms	So good to be alive listening to this PERFECT masterpiece in 2023	All of Me	1	TRUE	0
192	195	Diana Wise	Best love song ever my heart melts to this .make think dreams will come true	All of Me	1	TRUE	0
145	145	Diane Cairncross	This was one of my favourite songs,back thenmaybe in my 20 tees	Because Of You	1	TRUE	0
273	275	Diane Hughes	Call me a hopeless romantic, for I'll agree, this is such a touching, romantic song! What woman wouldn't want their true love to sing them this song!!!	Thinking Out Loud	1	TRUE	1
40	40	Dilara Baysal	This song never gets old. No matter how much I listen, I never get bored.	Another Love	1	TRUE	0
323	323	Diogo Mergulhão	I dedicate this song to my mom. After 54 years battling poverty, depression, alcoholim and getting cheated on, got educated, has a phd, 2 kids and a pretty terrible life for What shes worked for. Shes currently battling breast cancer. God forbid she walks away from that fight. Love you forever, my support.	Another Love	1	TRUE	1
190	193	dirtywood 64	Who’s listening to this Bc you miss the old days and just wanted to hear it	All of Me	1	TRUE	0
176	176	Dolo nookie	I came back to this in December of 2022.. Because the love of my life walked away from me from terrible choices and mistakes made by me.. I now understand how she feels.. I promise I will make it up to her if we ever speak again.. It's my fault she is broken and scared of me.. Emotionally I was terrible to her.. I will go the rest of my life making up for my terrible choices and make sure she is treated like the queen she is.. I'm sorry, Syl.. An for anybody going through hard times or have been through hard times.. You're strong dont give up on your self as a person.. I hope you have an amazing year in 2023..	Because Of You	1	TRUE	1
170	170	Dominik Frankòw	"Sometimes it's not the lyrics of the song that make you cry 
It's the people you think about while listening to the lyrics."	Another Love	1	TRUE	1
28	28	Don Vogt	This song means everything to me always has. Kelly Clarkson is a visionary. I relate to the lyrics so much. 	Because Of You	1	TRUE	0
108	108	Donna Hauptmann	One of the best songs and videos EVER! I love that he took on dancing for this. A brave move and he did well.	Thinking Out Loud	1	TRUE	0
243	244	Donna Reidt	This is a favorite. Love it Neil Young is my all time  Favorites along side Bob Dylan. Since the 1960’s. blessings Donna Reidt	Thinking Out Loud	1	TRUE	0
171	171	Donovan Phillips	Still banging 2023	Because Of You	1	TRUE	0
314	317	Douglas Rodrigues Ponciano	"2014: “this song is so beautiful”
2015: “this song is so beautiful”
2016: “this song is so beautiful”
2017: “this song is so beautiful”
2018: “this song is so beautiful”
2019: “this song is so beautiful”
2020: “this song is so beautiful”
2021: “this song is so beautiful”
2022: “this song is so beautiful”"	Thinking Out Loud	1	TRUE	0
31	31	Dragun	I love when a piano is used like this. I need more songs where the Piano goes hard.	Another Love	1	TRUE	0
205	208	Duckless	The only good song YouTube doesn’t recommend for us 	All of Me	1	TRUE	0
272	272	Ducky_Bucky	Every time I hear this song I cry	Another Love	1	TRUE	1
130	130	Đurđija Savić	Tom Odell is not just a singer, he is a feeling.	Another Love	1	TRUE	1
25	25	DustyBC Crypto News	Can’t believe this banger of a song is almost 10 years old already….	Another Love	1	TRUE	0
136	136	DWG Music Records 	10 years later and the legends they come back and stil listen this song know how good the time was in 2012	Another Love	1	TRUE	0
70	70	E chees	"To everyone who survived narcissistic or abusive parents I'm glad you're here today and I hope you never give up trying to be happy. It can be so much harder than some people will ever understand but you are strong and you have been through things nobody deserves to deal with. My heart goes out to you. 

I hope you can break the cycle. And that having a bad childhood doesn't have to define your whole life because you can be happy. You've already come so far. And if you're not ok... that's ok. "	Because Of You	1	TRUE	1
130	130	Ebai Nchoung	2022 and still enjoying this masterpiece… so relatable	Because Of You	1	TRUE	0
259	261	Ebony Watson	My favorite wedding jam	Thinking Out Loud	1	TRUE	0
214	214	eco92m	this song never gets old i dont know why	Another Love	1	TRUE	0
10	10	Ed Sheeran	Wow, this has been my biggest video launch to date, so chuffed with the reaction. Please keep sharing the video, behind the scenes coming Monday...	Thinking Out Loud	1	TRUE	0
172	173	EinfachTuxlarin c:	Still my favorite, i love it #LegendArmy :D	All of Me	1	TRUE	0
289	293	Elias Sigi	Can we please talk about how beautiful this song is and not when everyone here is listening to this?	All of Me	1	TRUE	0
163	164	Elizabeth Dewald	Love this song	Thinking Out Loud	1	TRUE	0
178	179	ellah wairimu	Watching this in 2023 and it still hits the same it did when it first came out	All of Me	1	TRUE	0
296	296	ElliottGotAHeadache	"""Words, they always win, but I know I'll lose"""	Another Love	1	TRUE	-1
87	87	Elusive Eli	Still here and amazing in 2023	All of Me	1	TRUE	0
300	303	Emily Entwistle	this will be the song I dance to at my wedding	Thinking Out Loud	1	TRUE	1
195	195	Emma Cart	This song completely embodies the feeling of trying to move on right after a heartbreak when you aren't ready to.	Another Love	1	TRUE	1
134	134	Emma Colindres	This song brings back so many bad memories, but I continue to listen to it because it's the only way for me to feel anything, because after a while you just go numb to all the feelings.	Because Of You	1	TRUE	1
233	236	Emma Watima	This is still the most beautiful song ever written 	All of Me	1	TRUE	0
219	222	Emmanuel Onochie	Watching and enjoying it in 2023,who else?	All of Me	1	TRUE	0
180	182	Emmanuella Koranteng	 All of me 	All of Me	1	TRUE	-1
203	204	Eni Yuli yanti	still love this song until this second	Because Of You	1	TRUE	0
166	167	Enzpop	Anyone else listening to this masterpiece in 2023	All of Me	1	TRUE	0
312	315	Epic Kabelo	If this song doesn't play at my wedding then I'm not coming.	Thinking Out Loud	1	TRUE	1
245	246	Erik Paolo De La Vega	Watching this in January 2023. This song just does not get old	Thinking Out Loud	1	TRUE	0
268	269	Erika Vajakas	Song hits too close to me-my life.	Because Of You	1	TRUE	0
16	16	Erin Keffer	Man! I just love everything about this dance! 	Thinking Out Loud	1	TRUE	0
170	171	Ervin Fatria	2023 you're still here to watching this, you're the best	All of Me	1	TRUE	0
8	8	Escapist Kusal	...from listening to this song at sad times as teenager to a fully grown man struggling for a dream, this kind of masterpiece inspires me to keep moving. Dreams really do come true so never give up	Another Love	1	TRUE	1
123	123	Este tipo	It seems like love exist only in songs because here in the real world life is very diffrent than this sweet words.	All of Me	1	TRUE	1
201	202	Ester	What comes around goes around... 	Because Of You	1	TRUE	0
156	157	Esther Adjei	I feel loved 	Thinking Out Loud	1	TRUE	0
9	9	Eva	"This is absolutely beautiful; the music, lyrics, choreography, everything was executed perfectly. Amazing"	Thinking Out Loud	1	TRUE	0
110	110	Everything you Need in life	When i was in love i heard this	All of Me	1	TRUE	0
316	319	Explore x	*If you listen to this song in 2020 then you're a legend*	Thinking Out Loud	1	TRUE	0
125	125	Explosive mentos	I just realized this song is 8 years old and still a masterpiece to this day . Wow	Another Love	1	TRUE	0
235	238	ezuk60	Wish one day I would have enough money to invite John legend to sing this song for my wedding 	All of Me	1	TRUE	1
68	68	Fabio Romano	The best that I've heard in last years...amazing TOM	Another Love	1	TRUE	0
165	165	FARLANE GAMING EXP	"This song is 10 years old but it sounds like it could have been released yesterday, it aged like fine wine.

Unlike us."	Another Love	1	TRUE	1
266	267	fawad ahmad	There’s a strange story hidden in everyone’s life in this song !	Because Of You	1	TRUE	0
39	39	fede dipi	"Before i actually read the lyrics i thought the first line said ""what would i do without your smile and laugh?"", honestly it would have been made much more sense and sounded better."	All of Me	1	TRUE	1
297	300	Felicity Tarot	This song is seriously timeless 	Thinking Out Loud	1	TRUE	0
190	191	Ferdos123	I can't believe this masterpiece is almost a decade old	Thinking Out Loud	1	TRUE	0
254	254	Fernando Portillo	"I wanna take you somewhere so you know I care
But it's so cold and I don't know where
I brought you daffodils in a pretty string
But they won't flower like they did last spring
And I wanna kiss you, make you feel alright
I'm just so tired to share my nights
I wanna cry and I wanna love
But all my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up, up
And if somebody hurts you, I wanna fight
But my hand's been broken one too many times
So I'll use my voice, I'll be so fucking rude
Words, they always win, but I know I'll lose
And I'd sing a song that'd be just ours
But I sang 'em all to another heart
And I wanna cry, I wanna learn to love
But all my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up, up
Oh, need a love, now
My heart is thinking of
I wanna sing a song that'd be just ours
But I sang 'em all to another heart
And I wanna cry, I wanna fall in love
But all my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up, up"	Another Love	1	TRUE	-1
324	324	FlashTime	This is gonna be my wedding Song.	Another Love	1	TRUE	1
253	254	Flavia Silva	I get emotional every time I watch this video!	Thinking Out Loud	1	TRUE	0
145	145	FLawLesS TaStE	Who else still listening to this masterpiece?	Another Love	1	TRUE	0
98	98	FlourishingLikeAPalmTree	She has a powerful voice 	Because Of You	1	TRUE	0
322	325	Francesco Stabe2	Never old, but always gold. 	Thinking Out Loud	1	TRUE	0
20	20	Frank Ingenito	She wrote this when she was 16. Very powerful song to be written at any age, let alone as a teenager. I think sometimes we forget just how good a writer Kelly is. Sometimes her songwriting gets over shadowed by her unbelievably beautiful voice. We all have our own opinions about music, but for me Kelly is the best singer I've ever heard.	Because Of You	1	TRUE	0
117	117	fred sangamayi	I am currently in 2045 and this still keeps its magic	Thinking Out Loud	1	TRUE	0
144	144	Freddie Zavala	can’t believe it’s already been 10 years i remember when i was 9 listening to this song and vibing now that i’m older it’s relatable	Another Love	1	TRUE	0
102	102	Freebel	I cried listening to this at work. When I was 7, I got sent to live with my moms ex boyfriend and all he did was abused and isolated me so when I hear this, it brings out my emotions	Because Of You	1	TRUE	1
29	29	Frenzel Casimiro	This kind of song, with lyrics with an in-depth message and strong emotions, is what I'm looking for in today's music. Plus the melody and arrangement of this song are all perfect.	Because Of You	1	TRUE	0
82	82	Friberg Friberg	This song never gets old. No matter how much l listen, I never get bored	Another Love	1	TRUE	0
67	67	Functional trash	When she says a “I was so young you should have known better then to lean on me” it always hits hard. Makes me think of my mom. She used to tell me all the time how much she wished she never had children and how she wished she died from her cancer because she was tired of living her life with us. Makes me wonder why I still talk to her sometimes.	Because Of You	1	TRUE	1
91	91	G.W.A.P G	ED IS SO LEGENDARY LOVE THIS GUY HIS MUSIC GIVES ME LIFE	Thinking Out Loud	1	TRUE	0
319	319	Gabby	This song never gets old.	Another Love	1	TRUE	0
164	165	Gabriel Obidi	He sang the heck out of this song and the video is absolutely beautiful	Thinking Out Loud	1	TRUE	0
231	232	Gabriela Mikulic	This song desribes my childhood so well 	Because Of You	1	TRUE	0
340	340	Gabrysia Fabiniak	I love it	Another Love	1	TRUE	0
129	129	Gaby Dos Santos	"I wanna take you somewhere so you know I care
But it's so cold and I don't know where
I brought you daffodils in a pretty string
But they won't flower like they did last spring
And I wanna kiss you, make you feel alright
I'm just so tired to share my nights
I wanna cry and I wanna love
But all my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up, up
And if somebody hurts you, I wanna fight
But my hand's been broken one too many times
So I'll use my voice, I'll be so fucking rude
Words, they always win, but I know I'll lose
And I'd sing a song that'd be just ours
But I sang 'em all to another heart
And I wanna cry, I wanna learn to love
But all my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up, up
Oh, need a love, now
My heart is thinking of
I wanna sing a song that'd be just ours
But I sang 'em all to another heart
And I wanna cry, I wanna fall in love
But all my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up, up"	Another Love	1	TRUE	-1
95	95	Gamer and family guy funny moments	well it is been 9 years now but it still feels like it is yesterday for sure	All of Me	1	TRUE	0
149	149	GAMING WITH AAYUSH	Literally wow no words to describe	Another Love	1	TRUE	0
52	52	Gay African	Excellent !	All of Me	1	TRUE	0
133	133	Gay African	I love it so much 	All of Me	1	TRUE	0
58	58	Geeks the Greeks	You' re my end and my beginning..	All of Me	1	TRUE	-1
228	228	Genedina Sarne	This song makes me remember the one I loved the most died	Another Love	1	TRUE	1
119	119	Gertrud Klopp	All of me and all of my LoveI feel that this is one of the most beautiful and touching love songs. Thank you and Bravo, John Legend from all of us.	All of Me	1	TRUE	0
79	79	Ghyciel Mae Ratilla	it's so emotional hearing this song. It hurts because I grew up with a broken family, but it hurts more when you are grown up and seeing your mother and father parted away. May you all heal from your emotional breakdown because of your family.	Because Of You	1	TRUE	1
261	261	GIBBO4182	Over 600m views…that’s how good this song is!	Another Love	1	TRUE	0
212	213	Gina Bottoms	I love this song. It applies to my life totally! Sad	Because Of You	1	TRUE	1
151	151	Girlie Girl	My fiancé just dedicated this song to me wedding bells 2023	All of Me	1	TRUE	1
149	150	glam with lenny	6 years later and this song still hits different	Thinking Out Loud	1	TRUE	0
154	154	Gloria Benyaguyeva !	I cried during this song. So emotional, I used to hear on the radio and every time I watch the music video I realize how lucky I am to have both of my parents.	Because Of You	1	TRUE	1
12	12	Gobin Gc	"Lyrics

What would I do without your smart mouth?
Drawing me in, and you kicking me out
You've got my head spinning, no kidding, I can't pin you down
What's going on in that beautiful mind?
I'm on your magical mystery ride
And I'm so dizzy, don't know what hit me, but I'll be alright
My head's under water
But I'm breathing fine
You're crazy and I'm out of my mind
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginning
Even when I lose, I'm winning
'Cause I give you all of me
And you give me all of you, oh-oh
How many times do I have to tell you?
Even when you're crying, you're beautiful too
The world is beating you down, I'm around through every mood
You're my downfall, you're my muse
My worst distraction, my rhythm and blues
I can't stop singing, it's ringing in my head for you
My head's under water
But I'm breathing fine
You're crazy and I'm out of my mind
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginning
Even when I lose, I'm winning
'Cause I give you all of me
And you give me all of you, oh-oh
Give me all of you, oh
Cards on the table, we're both showing hearts
Risking it all, though it's hard
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginning
Even when I lose, I'm winning
'Cause I give you all of me
And you give me all of you
I give you all of me
And you give me all of you, oh-oh"	All of Me	1	TRUE	-1
224	224	Goddess	2023 still a masterpiece	Another Love	1	TRUE	0
280	282	Good Vibes Station	Me now listening to this at 23 not relating	Thinking Out Loud	1	TRUE	0
228	229	Gook Nuke Em	My Wife always cries to this song. She's been through so much. I Love You Emily	Because Of You	1	TRUE	1
103	103	Grace Dalaguit	I still love this song ever since I was a child	Because Of You	1	TRUE	0
287	289	Grace Kagoma	This man can sing and make us happy	Thinking Out Loud	1	TRUE	0
181	181	Grazi Valadares	Love this song !!	Because Of You	1	TRUE	0
124	124	GreenS936	A masterpiece for ever!	Another Love	1	TRUE	0
289	291	Gwen08G	I’m here! January 2023! This is absolutely beautiful	Thinking Out Loud	1	TRUE	0
193	194	ha?	this song is still legendary but perfect too	Thinking Out Loud	1	TRUE	0
200	203	Hadi Gh	This wasn’t recommended. You searched for this you absolute legend.	All of Me	1	TRUE	0
281	282	Hannah Mae Damgo	The fact that Kelly Clarkson wrote this masterpiece when she was just 16.	Because Of You	1	TRUE	0
152	152	Hannah P.	These 2000's songs are why I always feel like I'm in a music video when I'm in a place with the double mirrors	Because Of You	1	TRUE	0
239	242	Happy	It is 2023 but it doesn't loose its value....who is still listening	All of Me	1	TRUE	0
52	52	Harith Amer	Very wonderful it is a song that brings back memories for you	Another Love	1	TRUE	0
15	15	Harun Türk	I bet she had no idea how many lives she'd impact with this song.	Because Of You	1	TRUE	0
136	136	Harvey Bass	What’s going on in that beautiful mind. Such a powerful lyric	All of Me	1	TRUE	0
133	134	HASKShadow	8yrs gone , still its masterpiece	Thinking Out Loud	1	TRUE	0
310	313	Hayley Gunn	oh my gosh... who knew, who knew that Mr Sheeran could dance! This is a beautiful video for a beautiful song :) 	Thinking Out Loud	1	TRUE	0
254	255	Hazuko Zibiru	Dude...I just remembered how colorful the world was 6 years ago while listening to this song	Thinking Out Loud	1	TRUE	0
303	303	HDpiano	We love you, Tom.	Another Love	1	TRUE	0
196	197	Heaven Hoskins	One of my favorites singer 	Because Of You	1	TRUE	0
209	210	Hector Sifuentes	Still love this song!	Because Of You	1	TRUE	0
102	102	Henry Stickmin	John Legend's still the legendary .	All of Me	1	TRUE	0
88	88	Heron	"John legend is truly a legend who's watching this in 2020 August

Edit: wow I didn't know that I will get this many likes"	All of Me	1	TRUE	0
119	119	HILMER JJ	This song is so underrated. It should have 1 billion views.	Another Love	1	TRUE	0
101	101	hishdp 1	Use to listen to this as a kid before school, shit is still such a classic, that was nearly 20 years ago. love this song	Because Of You	1	TRUE	0
306	306	Hm..	It doesn’t matter how happy you are, this song will make you sad	Another Love	1	TRUE	0
19	19	Hollagrl0999	The day this video was released was the day my daughter was born. I’ll never forget it. Now we sing to it! This song and “Clover Cage - Frozen In Time” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you 	Thinking Out Loud	1	TRUE	1
99	99	Homer	It evokes a sacred feeling of love from my deep self. The way he expresses love is special and unique. His voice is distinctive and haunting. This is a masterpiece.	All of Me	1	TRUE	0
182	182	Hope	"I wanna take you somewhere so you know I care
But it's so cold, and I don't know where
I brought you daffodils in a pretty string
But they won't flower like they did last spring
And I wanna kiss you, make you feel alright
I'm just so tired to share my nights
I wanna cry and I wanna love
But all my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
Oh, ooh
And if somebody hurts you, I wanna fight
But my hands been broken, one too many times
So I'll use my voice, I'll be so fucking rude
Words, they always win, but I know I'll lose
And I'd sing a song, that'd be just ours
But I sang 'em all to another heart
And I wanna cry I wanna learn to love
But all my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
Oh, oh, oh
(Oh, need a love, now, my heart is thinking of)
I wanna sing a song, that'd be just ours
But I sang 'em all to another heart
And I wanna cry, I wanna fall in love
But all my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
Oh, oh"	Another Love	1	TRUE	-1
12	12	Hotlite News	"When I was young, I undestand the lyric
But when I'm getting old, now I understand the pain"	Because Of You	1	TRUE	0
47	47	HotMatch: Light the Fire Within	I this song and I'm surprised at how fresh it still sounds - 8 years later We need more like this in 2023 #greatsong #2014hits #EdCanDance	Thinking Out Loud	1	TRUE	0
98	98	Hunter J	Im living for this song 	Another Love	1	TRUE	0
129	129	I.M.	2023. Still the best song ever! T	All of Me	1	TRUE	0
285	285	I’m proud Of you!!!!	For all the sad and depressed people here: You got this!!!! You are strong!!! You are perfect!!!! I LOVE YOU!!! You are amazing!!! I‘m here for you!!! You will go through this pain and will live a Beautiful Life!!! Keep smile!!! Love you<3	Another Love	1	TRUE	0
118	118	IamNinosimone	She sings the hell out this song and brought it to the heavens 	Because Of You	1	TRUE	1
80	80	Iamthebest Yup	"To everyone who has been through childhood trauma,
You are amazing. You're so strong and I'm so proud of you for managing everything so well. I know you feel confused and helpless but please never give up on yourself. It wasn't your fault,you were just a child trying to discover the world... 
God has a gift for everyone who has been so strong to deal with a traumatic childhood,he has for you too and that's why he has given you so much strength. I believe in your power and I know you'll be able to get through this difficult journey and come out stronger with every moment passing by. Just because,nobody knows about your pain doesn't mean it doesn't exist. Your trauma is real and matters. 
Stay strong."	Because Of You	1	TRUE	1
177	178	IC-10	This music makes you want to be in a relationship	All of Me	1	TRUE	0
84	84	ICGreen777	Played this for my piano recital in high school (2014-2015) I love Ed Sheeran and can we talk about the choreography	Thinking Out Loud	1	TRUE	0
179	180	ICY Blaze TO	Ed sheeran you don't write music you write beatiful stories.	Thinking Out Loud	1	TRUE	0
28	28	Ida Kefa	If your listening to this song in 2020, you have a good taste in music!	All of Me	1	TRUE	0
295	298	Ig. Killer.jaqueen	Con esa canción me iba a casar…	Thinking Out Loud	1	TRUE	-1
200	201	iheartShaneandJeffree	My childhood and current life in a song. 	Because Of You	1	TRUE	0
216	216	ilMir	I would like to say that it is fantastic music	Another Love	1	TRUE	0
299	300	imok	12 years later, if you're watching this, you're a legend.	Because Of You	1	TRUE	0
301	301	imok	It's November 2021, let's see how many legends are listening to this masterpiece.	Another Love	1	TRUE	0
153	153	INTP ?	I adore the song as much as I hope for it 	Another Love	1	TRUE	0
143	143	Iris	Who would dislike this song, why?!	All of Me	1	TRUE	0
223	224	Isabel Peralez	"I realize that I had forgotten how much this song helped me for a period of my life. Unfortunately, I also see that all the things she describes are still there. I don't trust anyone even in my judgement, I don't have many friends and I can't have a good romantic relationship because I'm always scared. When a child is mistreated, has the example of a bad father, his whole life is forever disrupted. 
This song is wonderful and powerful. It's cathartic Thank you so much Kelly for this "	Because Of You	1	TRUE	1
286	287	Isabella	11 years later, if you're watching this you're a legend.	Because Of You	1	TRUE	0
27	27	Isis Espinoza	I would always listen to this song when I was young. It’s crazy how time flies.	Because Of You	1	TRUE	0
308	308	It's S	This song will make you sad even if you’re not	Another Love	1	TRUE	0
6	6	Itsmeleanher	I grew up listening to Kelly, it’s been the best!!!! She is a legend!	Because Of You	1	TRUE	0
288	288	Itz Alpha	2023 and I'm still listen to this art work	Another Love	1	TRUE	0
293	294	ivy	This is an emotion!!	Because Of You	1	TRUE	0
21	21	IYAD_ FF°	one of the best songs in the world	All of Me	1	TRUE	0
221	221	Izan Conte	Beautiful 	Another Love	1	TRUE	0
179	181	jabezcreed	Still one of the loveliest songs ever written and performed.	All of Me	1	TRUE	0
214	217	jae😁	Who still on it 2023?	All of Me	1	TRUE	0
49	49	James Blessing	2023 still evergreen... well love me brought me back here..	All of Me	1	TRUE	0
179	179	james bradshaw	I accidentally got to hear this son, it is excellent, Good luck Tom with your music, I believe that you go far.	Another Love	1	TRUE	0
162	162	Jamie	Now she has a television talk show. She has established a really awesome life. Congratulations Kelly.	Because Of You	1	TRUE	0
